FARMCODE;CYCLE;WEEK;S_Respiratory;S.Diarrhoea;S.CNS;S.Malaise;S.Leglesions;S.Suddendeath
75-001;1;1;0;0;0;0;0;1
75-001;1;2;0;0;0;0;0;0
75-001;1;3;0;0;0;0;0;1
75-001;1;4;0;0;0;0;0;0
75-001;1;5;0;0;0;0;0;0
75-001;1;6;0;0;0;0;0;1
75-001;1;7;0;0;0;0;0;0
75-001;1;8;0;0;0;0;0;1
75-001;1;9;0;0;0;0;0;0
75-001;1;10;0;0;0;0;0;0
75-001;1;11;0;0;0;0;0;0
75-001;1;12;0;0;0;0;0;0
75-001;1;13;0;0;0;0;0;0
75-001;1;14;0;0;0;0;0;0
75-001;1;15;0;0;0;0;0;0
75-001;1;16;0;0;0;0;0;0
75-001;1;17;0;0;0;0;0;0
75-001;1;18;0;0;0;0;0;0
75-001;1;19;0;0;0;0;0;0
75-001;1;20;0;0;0;0;0;0
75-001;1;21;0;0;0;0;0;0
75-001;1;22;0;0;0;0;0;0
75-001;1;23;0;0;0;0;0;0
75-001;1;24;0;0;0;0;0;0
75-001;1;25;0;0;0;0;0;0
75-001;1;26;0;0;0;0;0;0
75-001;1;27;0;0;0;0;0;0
75-001;2;1;0;0;0;0;0;0
75-001;2;2;0;0;0;0;0;0
75-001;2;3;0;0;0;0;0;0
75-001;2;4;0;0;0;0;0;0
75-001;2;5;0;0;0;0;0;0
75-001;2;6;0;0;0;0;0;0
75-001;2;7;0;0;0;0;0;0
75-001;2;8;0;0;0;0;0;0
75-001;2;9;0;0;0;0;0;0
75-001;2;10;0;0;0;0;0;0
75-001;2;11;0;0;0;0;0;0
75-001;2;12;0;0;0;0;0;0
75-001;2;13;0;0;0;0;0;0
75-001;2;14;0;0;0;0;0;0
75-001;2;15;0;0;0;0;0;0
75-001;2;16;0;0;0;0;0;0
75-001;2;17;0;0;0;0;0;0
75-001;2;18;0;0;0;0;0;0
75-001;2;19;0;0;0;0;0;0
75-001;2;20;0;0;0;0;0;0
75-001;2;21;0;0;0;0;0;0
75-001;2;22;0;0;0;0;0;0
75-001;2;23;0;0;0;0;0;0
75-001;2;24;0;0;0;0;0;0
75-002;1;1;0;0;0;1;0;0
75-002;1;2;0;0;0;0;1;0
75-002;1;3;0;0;0;1;0;0
75-002;1;4;0;0;0;0;0;1
75-002;1;5;0;0;0;1;0;0
75-002;1;6;0;0;0;0;0;1
75-002;1;7;0;0;0;0;0;0
75-002;1;8;0;0;0;0;0;0
75-002;1;9;0;0;0;0;0;0
75-002;1;10;0;0;0;0;0;0
75-002;1;11;0;0;0;0;0;0
75-002;1;12;0;0;0;0;0;0
75-002;1;13;0;0;0;0;0;0
75-002;1;14;0;0;0;0;0;0
75-002;1;15;0;0;0;0;0;0
75-002;1;16;0;0;0;0;0;0
75-002;1;17;0;0;0;0;0;0
75-002;1;18;0;0;0;0;0;0
75-002;2;1;0;0;0;0;0;1
75-002;2;2;0;0;0;0;0;0
75-002;2;3;0;0;0;0;1;0
75-002;2;4;0;0;0;1;0;0
75-002;2;5;0;0;0;0;0;0
75-002;2;6;0;0;0;0;0;0
75-002;2;7;0;0;0;0;0;0
75-002;2;8;0;0;0;0;0;0
75-002;2;9;0;0;0;0;0;0
75-002;2;10;0;0;0;0;0;0
75-002;2;11;0;0;0;0;0;0
75-002;2;12;1;0;0;1;0;0
75-002;2;13;1;0;0;0;0;0
75-002;2;14;0;0;0;0;0;0
75-002;2;15;0;0;0;0;0;0
75-002;2;16;0;0;0;0;0;0
75-002;2;17;0;0;0;0;0;0
75-002;2;18;0;0;0;0;0;0
75-002;2;19;0;0;0;0;0;0
75-002;2;20;0;0;0;0;0;0
75-002;2;21;0;0;0;0;0;0
75-002;2;22;0;0;0;0;0;0
75-003;1;1;0;0;0;0;0;0
75-003;1;2;0;0;0;0;0;0
75-003;1;3;0;0;0;0;0;0
75-003;1;4;0;0;0;0;0;0
75-003;1;5;0;0;0;0;0;0
75-003;1;6;0;0;0;1;0;0
75-003;1;7;0;0;0;1;0;0
75-003;1;8;0;1;0;1;0;0
75-003;1;9;0;1;0;1;0;0
75-003;1;10;0;1;0;1;0;0
75-003;1;11;0;1;0;1;0;0
75-003;1;12;0;1;0;1;0;0
75-003;1;13;0;1;0;1;0;0
75-003;1;14;0;1;0;1;0;0
75-004;1;1;0;0;0;0;0;0
75-004;1;2;0;0;0;0;0;0
75-004;1;3;0;0;0;1;0;0
75-004;1;4;1;0;0;0;0;0
75-004;1;5;0;0;0;0;0;0
75-004;1;6;0;0;0;0;0;0
75-004;1;7;1;1;0;1;0;0
75-004;1;8;1;1;0;1;0;0
75-004;1;9;1;0;0;0;0;0
75-004;1;10;1;0;0;0;0;0
75-004;1;11;0;0;0;0;0;0
75-004;1;12;0;0;0;0;0;0
75-004;1;13;0;0;0;0;0;0
75-004;1;14;0;0;0;0;0;0
75-004;1;15;0;0;0;0;0;0
75-004;1;16;0;0;0;0;0;0
75-004;1;17;0;0;0;0;0;0
75-004;1;18;0;0;0;0;0;0
75-004;2;1;0;0;0;1;0;0
75-004;2;2;0;0;0;1;0;0
75-004;2;3;0;0;0;1;0;0
75-004;2;4;0;0;0;1;1;0
75-004;2;5;1;0;0;1;1;0
75-004;2;6;1;0;0;1;0;0
75-004;2;7;1;0;0;0;0;0
75-004;2;8;0;0;0;0;0;0
75-004;2;9;0;0;1;1;0;0
75-004;2;10;1;0;0;0;0;0
75-004;2;11;1;0;0;0;0;0
75-004;2;12;1;0;0;0;0;0
75-004;2;13;1;0;0;0;0;0
75-004;2;14;1;0;0;0;0;0
75-004;2;15;1;0;0;0;0;0
75-004;2;16;0;0;0;0;0;0
75-004;2;17;0;0;0;0;0;0
75-004;2;18;0;0;0;0;0;0
75-004;2;19;0;0;0;0;0;0
75-004;2;20;0;0;0;0;0;0
75-005;1;1;0;1;0;1;0;0
75-005;1;2;0;1;0;1;0;0
75-005;1;3;0;1;0;1;0;0
75-005;1;4;0;0;0;0;0;0
75-005;1;5;0;0;0;0;0;0
75-005;1;6;0;0;0;0;0;0
75-005;1;7;0;0;0;0;1;0
75-005;1;8;0;0;0;0;0;0
75-005;1;9;0;0;0;0;0;0
75-005;1;10;0;0;0;0;0;0
75-005;1;11;0;1;0;0;0;0
75-005;1;12;0;0;0;0;0;0
75-005;1;13;0;0;0;0;0;0
75-005;1;14;0;0;0;0;0;0
75-005;1;15;0;0;0;0;0;0
75-005;1;16;0;0;0;0;0;0
75-005;1;17;0;0;0;0;0;0
75-005;1;18;0;0;0;0;0;0
75-005;1;19;0;0;0;0;0;0
75-005;2;1;0;0;0;1;0;0
75-005;2;2;0;0;0;1;0;0
75-005;2;3;0;0;0;0;0;0
75-005;2;4;0;0;0;0;0;0
75-005;2;5;0;0;0;0;0;0
75-005;2;6;0;0;0;0;0;0
75-005;2;7;0;0;0;0;0;0
75-005;2;8;0;0;0;0;0;0
75-005;2;9;0;0;0;0;0;0
75-005;2;10;0;0;0;0;0;0
75-005;2;11;1;0;0;0;1;0
75-005;2;12;0;0;0;0;0;0
75-005;2;13;0;0;0;0;0;0
75-005;2;14;0;0;0;0;0;0
75-005;2;15;0;0;1;0;0;0
75-005;2;16;0;0;0;0;0;0
75-005;2;17;0;0;0;0;0;0
75-005;2;18;0;0;0;0;0;0
75-005;2;19;0;0;0;0;0;0
75-005;2;20;0;0;0;0;0;0
75-005;2;21;0;0;0;0;0;0
75-005;2;22;0;0;0;0;0;0
75-005;2;23;0;0;0;0;0;0
75-005;2;24;0;0;0;0;0;0
75-005;2;25;0;0;0;0;0;0
75-006;1;1;0;0;0;0;0;0
75-006;1;2;0;0;0;0;0;0
75-006;1;3;0;1;0;0;0;0
75-006;1;4;0;0;0;0;0;0
75-006;1;5;0;0;0;0;0;0
75-006;1;6;0;0;0;0;0;0
75-006;1;7;0;0;0;0;0;1
75-006;1;8;0;0;0;0;0;0
75-006;1;9;0;0;0;0;0;0
75-006;1;10;0;0;0;0;0;0
75-006;1;11;0;0;0;0;0;0
75-006;1;12;0;0;0;1;0;0
75-006;1;13;1;0;0;0;0;0
75-006;1;14;0;0;0;0;0;0
75-006;1;15;0;0;0;0;0;0
75-006;1;16;0;0;0;0;0;0
75-006;1;17;0;0;0;0;0;0
75-006;1;18;0;0;0;0;0;0
75-006;2;1;0;0;0;0;0;0
75-006;2;2;0;0;0;0;0;0
75-006;2;3;0;0;0;1;0;0
75-006;2;4;0;0;0;0;0;0
75-006;2;5;0;0;0;1;0;0
75-006;2;6;0;0;0;1;0;0
75-006;2;7;0;1;0;1;0;0
75-006;2;8;1;0;0;1;0;0
75-006;2;9;0;0;0;0;0;0
75-006;2;10;0;0;0;0;0;0
75-006;2;11;0;0;0;0;0;0
75-006;2;12;0;0;0;0;0;0
75-006;2;13;0;0;0;0;0;0
75-006;2;14;0;0;0;0;0;0
75-006;2;15;0;0;0;0;0;0
75-006;2;16;0;0;0;0;0;0
75-006;2;17;0;0;0;0;0;0
75-006;2;18;0;0;0;0;0;0
75-006;2;19;0;0;0;0;0;0
75-006;2;20;0;0;0;0;0;0
75-006;2;21;0;0;0;0;0;0
75-006;2;22;0;0;0;0;0;0
75-007;1;1;0;0;0;0;0;0
75-007;1;2;0;0;0;0;0;0
75-007;1;3;0;0;0;0;0;0
75-007;1;4;0;0;0;0;0;0
75-007;1;5;0;0;0;0;0;1
75-007;1;6;0;0;0;0;0;0
75-007;1;7;0;0;0;0;0;0
75-008;1;1;0;0;0;1;0;0
75-008;1;2;0;0;0;0;0;0
75-008;1;3;0;0;0;1;0;0
75-008;1;4;0;0;0;0;0;0
75-008;1;5;0;0;0;0;0;0
75-008;1;6;0;0;0;0;0;0
75-008;1;7;0;0;0;0;0;0
75-008;1;8;0;0;0;1;0;0
75-008;1;9;0;0;0;0;0;0
75-008;1;10;0;0;0;0;0;0
75-008;1;11;0;0;0;0;0;0
75-008;1;12;0;0;0;1;0;0
75-008;1;13;0;0;0;1;0;0
75-008;1;14;0;0;0;0;0;0
75-008;1;15;0;0;0;0;0;0
75-008;1;16;0;0;0;0;0;0
75-008;1;17;0;0;0;0;0;0
75-008;1;18;0;0;0;0;0;0
75-008;2;1;0;0;0;1;0;0
75-008;2;2;0;0;0;1;0;0
75-008;2;3;0;0;0;0;0;0
75-008;2;4;0;0;0;0;0;0
75-008;2;5;0;0;0;0;0;0
75-008;2;6;0;0;0;0;0;0
75-008;2;7;0;0;0;0;0;0
75-008;2;8;0;0;0;0;0;0
75-008;2;9;0;0;0;0;0;0
75-008;2;10;0;0;0;1;0;0
75-008;2;11;0;0;0;0;0;0
75-008;2;12;0;0;0;0;0;0
75-008;2;13;0;0;0;0;0;0
75-008;2;14;0;0;0;0;0;0
75-008;2;15;0;0;0;0;0;0
75-008;2;16;0;0;0;0;0;0
75-008;2;17;0;0;0;0;0;0
75-008;2;18;0;0;0;0;0;0
75-009;1;1;0;0;0;0;0;0
75-009;1;2;0;0;0;0;0;0
75-009;1;3;0;0;0;0;0;0
75-009;1;4;0;0;0;0;0;1
75-009;1;5;0;0;0;1;0;0
75-009;1;6;0;0;0;0;0;0
75-009;1;7;0;0;0;0;0;1
75-009;1;8;0;0;0;0;0;0
75-009;1;9;0;0;0;0;0;0
75-009;1;10;0;0;0;0;0;0
75-009;1;11;0;0;0;0;0;0
75-009;1;12;0;0;0;0;0;0
75-009;1;13;0;0;0;0;0;0
75-009;1;14;0;0;0;0;0;0
75-009;1;15;0;0;0;0;0;0
75-009;1;16;0;0;0;0;0;0
75-009;1;17;0;0;0;0;0;0
75-009;1;18;0;0;0;0;0;0
75-009;1;19;0;0;0;0;0;0
75-009;1;20;0;0;0;0;0;0
75-009;1;21;0;0;0;0;0;0
75-010;1;1;0;0;0;0;0;0
75-010;1;2;0;0;0;1;0;0
75-010;1;3;0;0;0;0;0;0
75-010;1;4;0;0;0;0;0;0
75-010;1;5;0;0;0;1;0;0
75-010;1;6;0;0;0;0;0;0
75-010;1;7;0;0;0;0;0;0
75-010;1;8;0;0;0;0;0;0
75-010;1;9;0;0;0;0;0;0
75-010;1;10;0;1;0;0;0;0
75-010;1;11;0;0;0;0;0;0
75-010;1;12;0;0;0;0;0;0
75-010;1;13;0;0;0;0;0;0
75-010;1;14;0;0;0;0;0;0
75-010;1;15;0;0;0;0;0;0
75-010;1;16;0;0;0;0;0;0
75-010;1;17;0;0;0;0;0;0
75-010;1;18;0;0;0;0;0;0
75-010;1;19;0;0;0;0;0;0
75-011;1;1;0;0;0;0;0;0
75-011;1;2;0;0;0;0;0;0
75-011;1;3;0;0;0;0;0;0
75-011;1;4;0;0;0;0;0;0
75-011;1;5;0;1;0;1;0;0
75-011;1;6;0;0;0;0;0;0
75-011;1;7;0;0;0;0;0;0
75-011;1;8;0;0;0;0;0;0
75-011;1;9;0;0;0;0;0;0
75-011;1;10;0;0;0;0;0;0
75-011;1;11;0;0;0;0;0;0
75-011;1;12;0;0;0;0;0;0
75-011;1;13;0;0;0;0;0;0
75-011;1;14;1;1;0;1;0;0
75-011;1;15;1;1;0;1;0;0
75-011;1;16;0;0;0;0;0;0
75-011;2;1;0;0;0;0;0;0
75-011;2;2;0;0;0;0;0;0
75-011;2;3;0;0;0;0;0;0
75-011;2;4;0;0;0;0;0;0
75-011;2;5;0;0;0;0;0;0
75-011;2;6;0;0;0;0;0;0
75-011;2;7;0;0;0;0;0;0
75-011;2;8;0;0;0;0;0;0
75-011;2;9;0;0;0;0;0;0
75-011;2;10;0;0;0;0;0;0
75-011;2;11;0;0;0;0;0;0
75-011;2;12;0;0;0;0;0;0
75-011;2;13;0;0;0;0;0;0
75-011;2;14;0;0;0;0;0;0
75-011;2;15;0;0;0;0;0;0
75-011;2;16;0;0;0;0;0;0
75-011;2;17;0;0;0;0;0;0
75-011;2;18;0;0;0;0;0;0
75-012;1;1;0;0;0;0;0;0
75-012;1;2;0;0;0;0;0;0
75-012;1;3;0;0;0;0;0;0
75-012;1;4;0;0;0;0;0;0
75-012;1;5;0;0;0;0;0;0
75-012;1;6;0;0;0;0;0;0
75-012;1;7;0;0;0;0;0;0
75-012;1;8;0;0;0;0;0;0
75-012;1;9;0;0;0;0;0;0
75-012;1;10;0;0;0;0;0;0
75-012;1;11;0;0;0;0;0;0
75-012;2;1;0;0;0;0;0;0
75-012;2;2;0;0;0;0;0;0
75-012;2;3;0;0;0;0;0;0
75-012;2;4;0;0;0;0;0;0
75-012;2;5;0;0;0;0;0;0
75-012;2;6;0;0;0;0;0;0
75-012;2;7;0;0;0;1;0;0
75-012;2;8;0;0;0;1;0;0
75-012;2;9;0;0;0;0;0;0
75-012;2;10;0;0;0;0;0;0
75-012;2;11;0;0;0;0;0;0
75-012;2;12;0;0;0;0;0;0
75-012;2;13;0;0;0;0;0;0
75-012;2;14;0;0;0;0;0;0
75-012;2;15;0;0;0;0;0;0
75-012;2;16;0;0;0;0;0;0
75-012;2;17;0;0;0;0;0;0
75-012;2;18;0;0;0;0;0;0
75-012;2;19;0;0;0;0;0;0
75-012;3;1;0;0;0;0;0;0
75-012;3;2;0;0;0;0;0;0
75-012;3;3;0;0;0;0;0;0
75-012;3;4;0;0;0;0;0;0
75-012;3;5;0;0;0;0;0;0
75-012;3;6;0;0;0;0;0;0
75-012;3;7;0;0;0;0;0;0
75-012;3;8;0;0;0;0;0;0
75-012;3;9;0;0;0;0;0;0
75-012;3;10;0;0;0;0;0;0
75-012;3;11;0;0;0;0;0;0
75-012;3;12;0;0;0;0;0;0
75-012;3;13;0;0;0;0;0;0
75-012;3;14;0;0;0;0;0;0
75-012;3;15;0;0;0;0;0;0
75-013;1;1;0;0;0;0;0;0
75-013;1;2;0;0;0;0;0;0
75-013;1;3;0;0;0;0;0;0
75-013;1;4;0;0;0;0;0;0
75-013;1;5;0;0;0;0;0;0
75-013;1;6;0;0;0;0;0;0
75-013;1;7;0;0;0;0;0;0
75-013;1;8;0;0;0;0;0;0
75-013;1;9;0;0;0;0;0;0
75-013;1;10;0;0;0;0;0;0
75-013;1;11;1;0;0;0;0;0
75-013;1;12;0;0;0;0;0;0
75-013;1;13;0;0;0;0;0;0
75-013;1;14;0;0;0;0;0;0
75-013;1;15;0;0;0;0;0;0
75-013;1;16;0;0;0;0;0;0
75-013;1;17;0;0;0;0;0;0
75-014;1;1;0;0;0;1;0;0
75-014;1;2;0;0;0;1;0;0
75-014;1;3;0;1;0;0;0;0
75-014;1;4;1;1;0;0;0;0
75-014;1;5;0;0;0;0;0;0
75-014;1;6;0;1;0;0;0;0
75-014;1;7;0;0;0;0;0;0
75-014;1;8;0;0;0;0;0;0
75-014;1;9;0;0;0;0;0;0
75-014;1;10;0;0;0;0;0;0
75-014;1;11;0;0;0;0;0;0
75-014;1;12;0;0;0;0;0;0
75-014;1;13;0;1;0;0;0;0
75-014;1;14;0;1;0;0;0;0
75-014;1;15;1;1;0;0;0;0
75-014;1;16;0;1;0;0;0;0
75-014;1;17;0;0;0;0;0;0
75-014;2;1;0;0;0;0;0;0
75-014;2;2;0;1;0;0;0;0
75-014;2;3;0;1;0;0;0;0
75-014;2;4;0;0;0;0;0;0
75-014;2;5;0;1;0;1;0;0
75-014;2;6;0;1;0;0;0;0
75-014;2;7;0;0;0;0;0;0
75-014;2;8;0;0;0;0;0;0
75-014;2;9;0;0;0;0;0;0
75-014;2;10;0;0;0;0;0;0
75-014;2;11;0;0;0;0;0;0
75-014;2;12;0;0;0;0;0;0
75-014;2;13;0;0;0;0;0;0
75-014;2;14;0;0;0;0;0;0
75-014;2;15;0;0;0;0;0;0
75-014;2;16;0;0;0;0;0;0
75-014;2;17;0;0;0;0;0;0
75-014;2;18;0;0;0;1;0;0
75-014;2;19;0;0;0;0;0;0
75-014;2;20;0;0;0;0;0;0
75-014;2;21;0;0;0;0;0;0
75-014;2;22;0;0;0;0;0;0
75-014;2;23;0;0;0;0;0;0
75-014;2;24;0;0;0;0;0;0
75-014;2;25;0;0;0;0;0;0
75-015;1;1;0;1;0;0;0;0
75-015;1;2;0;1;0;1;1;0
75-015;1;3;0;0;0;0;0;0
75-015;1;4;0;0;0;0;0;0
75-015;1;5;0;0;0;0;0;0
75-015;1;6;0;1;1;0;0;0
75-015;1;7;1;0;0;0;1;0
75-015;1;8;0;0;0;1;0;0
75-015;1;9;0;0;0;0;0;0
75-015;1;10;0;0;0;0;0;0
75-015;1;11;0;0;0;0;0;0
75-015;1;12;0;0;0;0;0;0
75-015;1;13;0;0;0;0;0;0
75-015;1;14;0;0;0;0;0;0
75-015;1;15;0;0;0;0;0;0
75-015;1;16;0;0;0;0;0;0
75-015;2;1;0;1;0;0;0;0
75-015;2;2;1;1;0;0;1;0
75-015;2;3;0;0;0;0;0;0
75-015;2;4;0;0;0;0;0;0
75-015;2;5;1;0;1;1;1;0
75-015;2;6;0;0;0;0;0;0
75-015;2;7;0;0;0;0;0;0
75-015;2;8;0;1;1;1;1;0
75-015;2;9;1;0;0;0;0;0
75-015;2;10;0;0;0;0;0;0
75-015;2;11;0;0;0;0;0;0
75-015;2;12;0;0;0;0;1;0
75-015;2;13;0;0;0;0;0;0
75-015;2;14;0;0;0;0;0;0
75-015;2;15;0;0;0;0;0;0
75-016;1;1;0;0;0;0;0;0
75-016;1;2;0;0;0;0;0;0
75-016;1;3;0;0;0;0;0;0
75-016;1;4;0;0;0;0;0;0
75-016;1;5;0;0;0;0;0;0
75-016;1;6;0;0;0;1;0;0
75-016;1;7;0;0;0;0;0;0
75-016;1;8;0;0;0;0;0;0
75-016;1;9;0;0;0;0;0;0
75-016;1;10;0;0;0;0;0;0
75-016;1;11;0;0;0;0;0;0
75-016;1;12;0;0;0;0;0;0
75-016;1;13;0;0;0;0;0;0
75-016;1;14;0;0;0;0;0;0
75-016;1;15;0;0;0;0;0;0
75-016;1;16;0;0;0;0;0;0
75-016;1;17;0;0;0;0;0;0
75-016;1;18;0;0;0;0;0;0
75-016;1;19;0;0;0;0;0;0
75-016;1;20;0;0;0;0;0;0
75-016;1;21;0;0;0;0;0;0
75-018;1;1;0;0;0;0;0;0
75-018;1;2;0;0;0;0;0;0
75-018;1;3;0;0;0;0;0;0
75-018;1;4;0;0;0;1;0;0
75-018;1;5;0;0;0;0;0;0
75-018;1;6;0;0;0;0;0;0
75-018;1;7;0;0;0;0;0;0
75-018;1;8;0;0;0;1;0;0
75-018;1;9;0;0;0;0;0;0
75-018;1;10;0;0;0;0;0;0
75-018;1;11;0;0;0;0;0;0
75-018;1;12;0;0;0;0;0;0
75-018;1;13;0;0;0;0;0;0
75-018;1;14;0;0;0;0;0;0
75-018;1;15;0;0;0;0;0;0
75-018;1;16;0;0;0;0;0;0
75-018;1;17;0;0;0;0;0;0
75-018;1;18;0;0;0;0;0;0
75-018;1;19;0;0;0;0;0;0
75-018;1;20;0;0;0;0;0;0
75-018;1;21;0;0;0;0;0;0
75-018;1;22;0;0;0;1;0;0
75-018;1;23;0;0;0;0;0;0
75-019;1;1;0;0;0;1;0;0
75-019;1;2;0;0;0;1;0;0
75-019;1;3;0;0;0;0;0;0
75-019;1;4;0;0;0;1;0;0
75-019;1;5;0;0;0;1;0;0
75-019;1;6;0;0;0;1;0;0
75-019;1;7;0;0;0;1;0;0
75-019;1;8;0;0;0;0;0;0
75-019;1;9;0;0;0;0;0;0
75-019;1;10;0;0;0;0;0;0
75-019;1;11;0;0;0;0;0;0
75-019;1;12;0;0;0;0;0;0
75-019;1;13;0;0;0;0;0;0
75-019;1;14;0;0;0;1;0;0
75-019;1;15;0;0;0;0;0;0
75-019;2;1;0;0;0;0;0;0
75-019;2;2;0;0;0;1;0;0
75-019;2;3;0;0;0;1;0;0
75-019;2;4;0;0;0;0;0;0
75-019;2;5;0;0;0;0;0;0
75-019;2;6;0;0;0;1;0;0
75-019;2;7;0;0;0;0;0;0
75-019;2;8;0;0;0;1;0;0
75-019;2;9;0;0;0;0;0;0
75-019;2;10;0;0;0;1;0;0
75-019;2;11;0;0;0;1;0;0
75-019;2;12;0;0;0;1;0;0
75-019;2;13;0;0;0;1;0;0
75-019;2;14;0;0;0;1;0;0
75-019;2;15;0;0;0;1;0;0
75-019;2;16;0;0;0;0;0;0
75-019;2;17;0;0;0;0;0;0
75-020;1;1;0;0;0;1;0;0
75-020;1;2;0;0;0;1;0;0
75-020;1;3;0;0;0;0;0;0
75-020;1;4;0;0;0;1;0;0
75-020;1;5;0;1;0;1;0;0
75-020;1;6;0;0;0;0;0;0
75-020;1;7;0;0;0;0;0;0
75-020;1;8;0;0;0;1;0;0
75-020;1;9;0;0;0;0;0;0
75-020;1;10;0;0;0;0;0;0
75-020;1;11;0;0;0;0;0;0
75-020;1;12;0;0;0;0;0;0
75-020;1;13;0;0;0;0;0;0
75-020;1;14;0;0;0;0;0;0
75-020;1;15;0;0;0;0;0;0
75-020;1;16;0;0;0;0;0;0
75-020;1;17;0;0;0;0;0;0
75-020;1;18;0;0;0;0;0;0
75-020;2;1;0;0;0;1;0;0
75-020;2;2;0;0;0;0;0;0
75-020;2;3;0;0;0;0;0;0
75-020;2;4;0;0;0;0;0;0
75-020;2;5;0;0;0;0;0;0
75-020;2;6;0;0;0;0;0;0
75-020;2;7;0;0;0;0;0;0
75-020;2;8;0;0;0;0;0;0
75-020;2;9;0;0;0;0;0;0
75-020;2;10;0;0;0;0;0;0
75-020;2;11;0;0;0;0;0;0
75-020;2;12;0;0;0;0;0;0
75-020;2;13;0;0;0;0;0;0
75-020;2;14;0;0;0;0;0;0
75-020;2;15;0;0;0;0;0;0
75-020;2;16;0;0;0;0;0;0
75-020;2;17;0;0;0;0;0;0
75-020;2;18;0;0;0;1;0;0
75-020;2;19;0;0;0;0;0;0
75-020;2;20;0;0;0;0;0;0
75-021;1;1;0;0;0;1;0;0
75-021;1;2;0;0;0;0;0;0
75-021;1;3;0;0;0;1;0;0
75-021;1;4;0;0;1;1;0;0
75-021;1;5;0;0;0;0;0;0
75-021;1;6;0;0;0;0;0;0
75-021;1;7;0;0;0;0;0;0
75-021;1;8;0;0;0;0;0;0
75-021;1;9;0;0;0;0;0;0
75-021;1;10;0;0;0;0;0;0
75-021;1;11;0;0;0;0;0;0
75-021;1;12;0;0;0;0;0;0
75-021;1;13;0;0;0;0;0;0
75-021;1;14;0;0;0;0;0;0
75-021;1;15;0;0;0;0;0;0
75-021;1;16;0;0;0;0;0;0
75-021;1;17;0;0;0;0;0;0
75-021;1;18;0;0;0;0;0;0
75-021;1;19;0;0;0;0;0;0
75-021;1;20;0;0;0;0;0;0
75-021;2;1;0;0;0;1;1;0
75-021;2;2;0;0;0;0;0;0
75-021;2;3;0;0;0;0;0;0
75-021;2;4;0;0;0;1;1;0
75-021;2;5;0;0;1;0;0;0
75-021;2;6;0;0;0;0;0;0
75-021;2;7;0;0;0;0;0;0
75-021;2;8;0;0;0;1;0;0
75-021;2;9;0;0;0;0;0;0
75-021;2;10;0;0;0;0;0;0
75-021;2;11;0;0;0;0;0;0
75-021;2;12;0;0;0;0;0;0
75-021;2;13;0;0;0;0;0;0
75-021;2;14;0;0;0;1;0;0
75-021;2;15;0;0;0;0;0;0
75-021;2;16;0;0;0;0;0;0
75-021;2;17;0;0;0;0;0;0
75-021;2;18;0;0;0;0;0;0
75-021;2;19;0;0;0;0;0;0
75-021;2;20;0;0;0;0;0;0
75-021;2;21;0;0;0;0;0;0
75-021;3;1;0;0;0;1;0;0
75-021;3;2;0;0;0;1;0;0
75-021;3;3;0;0;0;1;0;0
75-021;3;4;0;0;0;1;0;0
75-021;3;5;0;0;0;1;0;0
75-021;3;6;0;0;0;1;0;0
75-021;3;7;0;0;0;1;0;0
75-021;3;8;0;0;0;1;0;0
75-021;3;9;0;0;0;1;0;0
75-021;3;10;0;0;0;1;0;0
75-021;3;11;0;0;1;1;0;0
75-021;3;12;0;0;1;1;0;0
75-021;3;13;0;0;1;0;1;0
75-021;3;14;0;0;0;0;0;0
75-021;3;15;0;0;0;0;0;0
75-021;3;16;0;0;0;0;0;0
75-021;3;17;0;0;0;0;0;0
75-021;3;18;0;0;0;0;0;0
75-021;3;19;0;0;0;0;0;0
75-021;3;20;0;0;0;0;0;0
75-021;3;21;0;0;0;0;0;0
75-021;3;22;0;0;0;0;0;0
75-021;3;23;0;0;0;0;0;0
75-022;1;1;0;1;0;1;1;0
75-022;1;2;0;1;1;1;1;0
75-022;1;3;0;1;0;1;0;0
75-022;1;4;0;1;0;1;0;0
75-022;1;5;0;0;0;0;0;0
75-022;1;6;0;1;0;1;0;0
75-022;1;7;0;0;0;0;0;0
75-022;1;8;0;0;0;0;0;0
75-022;1;9;0;0;0;0;0;0
75-022;1;10;0;0;0;0;0;0
75-022;1;11;0;0;0;0;0;0
75-022;1;12;0;0;0;0;0;0
75-022;1;13;0;0;0;0;0;0
75-022;1;14;0;0;0;0;0;0
75-022;1;15;0;0;0;0;0;0
75-022;1;16;0;0;0;0;0;0
75-022;1;17;0;0;0;0;0;0
75-022;1;18;0;0;0;0;0;0
75-022;1;19;0;0;0;0;0;0
75-022;1;20;0;0;0;0;0;0
75-022;1;21;0;0;0;0;0;0
75-022;2;1;0;1;0;0;0;0
75-022;2;2;0;1;0;0;0;0
75-022;2;3;0;1;0;0;0;0
75-022;2;4;0;0;0;0;0;0
75-022;2;5;0;0;0;0;0;0
75-022;2;6;0;0;0;1;0;0
75-022;2;7;0;0;0;1;0;0
75-022;2;8;0;0;0;1;0;0
75-022;2;9;0;0;0;0;0;0
75-022;2;10;0;0;0;1;0;0
75-022;2;11;0;0;0;1;0;0
75-022;2;12;0;0;0;1;0;0
75-022;2;13;0;0;0;1;0;0
75-022;2;14;0;0;0;1;0;0
75-022;2;15;0;0;0;1;0;0
75-022;2;16;0;0;0;1;0;0
75-022;2;17;0;0;0;0;0;0
75-022;2;18;0;0;0;0;0;0
